timestamp_utc,mmsi,ship_name,ship_type,latitude,longitude,sog_knots,cog_deg,heading_deg,nav_status
2026-05-06 08:11:10.979942119 +0000 UTC,352004643,HE CHUANG           ,0,1.1754,103.81483333333334,4.4,58,59,0
2026-05-06 08:11:11.491334159 +0000 UTC,566096000,RADIANT CS02        ,0,1.2586416666666667,103.77945333333334,0,30.1,511,0
2026-05-06 08:11:12.007241381 +0000 UTC,565662000,MARMORIS            ,0,1.2991583333333334,103.94624333333333,0,335.2,86,0
2026-05-06 08:11:12.387334721 +0000 UTC,538008222,FELLOWSHIP          ,0,1.2797083333333332,103.99600333333333,0,90,64,1
2026-05-06 08:11:13.544984407 +0000 UTC,477180600,JOSCO YIZHOU        ,0,1.2041716666666666,103.89797,11.4,62.2,61,0
2026-05-06 08:11:13.700451494 +0000 UTC,563062800,PUSAKA BORNEO       ,0,1.2539683333333334,103.89751666666666,0.2,68.5,71,1
2026-05-06 08:11:16.14054713 +0000 UTC,563184200,RUBICON NN22        ,0,1.265225,103.835595,8.3,101.8,511,0
2026-05-06 08:11:17.780950755 +0000 UTC,355048000,NO.3 OCEAN PIONEER  ,0,1.2247666666666668,103.80751666666667,0,24,114,1
2026-05-06 08:11:19.303519425 +0000 UTC,538003522,FOREST VENUS        ,0,1.2817666666666667,103.93286666666667,0.1,254,49,1
2026-05-06 08:11:19.785869706 +0000 UTC,564346000,HORIZON 6,0,1.2630783333333333,103.81936166666667,0,45.7,92,8
2026-05-06 08:11:20.074602058 +0000 UTC,563206200,STOLT HAGI          ,0,1.2151333333333334,103.88410999999999,8.5,245.6,243,0
2026-05-06 08:11:20.470628206 +0000 UTC,352002048,SINGAPORE PIONEER   ,0,1.2483833333333334,103.79843333333334,0.1,221,130,1
2026-05-06 08:11:21.139879176 +0000 UTC,563034500,QUEEN STAR 8        ,0,1.2623433333333334,103.82008333333333,1,294.9,278,0
2026-05-06 08:11:21.43350098 +0000 UTC,563323700,MAJESTIC SERENITY   ,0,1.2622416666666667,103.81848333333333,0,207.8,86,8
2026-05-06 08:11:21.539635645 +0000 UTC,563086090,PILOT 16            ,0,1.2572,103.84128166666666,0,167.6,62,15
2026-05-06 08:11:22.767479399 +0000 UTC,538004299,KATE                ,0,1.1395783333333334,103.75808,4.2,44.5,48,0
2026-05-06 08:11:22.795655341 +0000 UTC,636019590,THASSOS WARRIOR     ,0,1.1638333333333333,103.79195166666666,4.9,55.7,59,4
2026-05-06 08:11:23.270523977 +0000 UTC,525107016,NOLOWATI III,0,1.1926983333333332,103.75384000000001,0.1,116,165,1
2026-05-06 08:11:23.700551085 +0000 UTC,563175500,HAFNIA LANGUEDOC,80,1.22753,103.931685,12.9,69.9,69,0
2026-05-06 08:11:23.887217084 +0000 UTC,311065700,FUGRO EQUATOR,0,1.2184,103.73308333333333,0,298.2,76,1
2026-05-06 08:11:24.260503946 +0000 UTC,477850700,CARIBBEAN HARMONY   ,0,1.2797716666666665,103.89453166666667,0,319.1,71,1
2026-05-06 08:11:24.724826928 +0000 UTC,215879000,CMA CGM NORMA,0,1.2203000000000002,103.93808333333332,15.6,65.5,65,0
2026-05-06 08:11:28.980626792 +0000 UTC,566127000,SINAR BANDUNG       ,0,1.1841516666666665,103.85316666666667,10.3,68.9,68,0
2026-05-06 08:11:29.059915632 +0000 UTC,563067950,PRISM,0,1.22382,103.72712666666666,0,66.7,77,1
2026-05-06 08:11:29.620260836 +0000 UTC,212640000,PRINS DER NEDERLAND ,0,1.2345633333333335,103.81471,0.2,7.6,136,1
2026-05-06 08:11:31.170113849 +0000 UTC,370666000,DK APOLLO           ,0,1.2744833333333332,103.88816666666666,0,118,63,0
2026-05-06 08:11:32.607257487 +0000 UTC,563059500,MARINE PARADE       ,0,1.29199,103.94196333333333,0,12.4,70,0
2026-05-06 08:11:32.796850924 +0000 UTC,636020206,CHIPOL CHANGAN      ,0,1.23471,104.00331333333334,12,81.9,84,0
2026-05-06 08:11:33.243676851 +0000 UTC,563087040,PILOT 18            ,0,1.2918316666666667,103.72471166666666,7,288,511,15
2026-05-06 08:11:33.267160891 +0000 UTC,538090605,OLYMPIA             ,0,1.19474,103.57788166666666,9.3,272.5,273,0
2026-05-06 08:11:34.208421593 +0000 UTC,566019000,SINCERITY           ,0,1.202195,103.74212166666666,0,301.1,511,1
2026-05-06 08:11:34.366878961 +0000 UTC,538009734,VIKING SEA          ,0,1.1622383333333335,103.77462999999999,13.3,235.4,234,0
2026-05-06 08:11:34.50058254 +0000 UTC,563230100,UNITY OF MAJESTIC   ,0,1.262375,103.81845,0,277.9,87,0
2026-05-06 08:11:34.83762023 +0000 UTC,563247900,MAJESTIC PASSION    ,0,1.262235,103.81899333333334,0,194.9,90,8
2026-05-06 08:11:35.117963365 +0000 UTC,548722000,AYANA SMILE         ,0,1.2635816666666666,103.87647833333334,2.3,40.9,39,0
2026-05-06 08:11:36.087872817 +0000 UTC,351243000,EAGLE ASIA 12       ,0,1.2876283333333334,103.74708666666668,4.1,194.7,197,0
2026-05-06 08:11:36.08908204 +0000 UTC,563226900,AMALTHEA,0,1.2241416666666667,103.86932333333333,10.1,215.9,216,0
2026-05-06 08:11:36.589987095 +0000 UTC,563083550,CLEANSEAS JOY       ,0,1.19278,103.74542666666666,0,325.9,108,0
2026-05-06 08:11:36.597940315 +0000 UTC,563024400,TICO CAPRICORN      ,0,1.2002833333333334,103.74367333333333,0,332,93,8
2026-05-06 08:11:36.794501392 +0000 UTC,566133000,RESILIENT NN23      ,0,1.2661966666666666,103.76116666666667,7.3,91.1,103,8
2026-05-06 08:11:37.487475586 +0000 UTC,533061100,JM SUTERA 3         ,0,1.2858833333333335,103.91518333333333,0,280,78,0
2026-05-06 08:11:37.815881283 +0000 UTC,563022820,MARINA ZIRCON       ,0,1.2778516666666666,103.73980499999999,0.1,209.9,511,0
2026-05-06 08:11:38.118065808 +0000 UTC,477858800,COSCOSHIPPING DANUBE,0,1.2368266666666665,103.92786500000001,7.4,251.8,253,0
2026-05-06 08:11:38.155638863 +0000 UTC,352003304,,0,1.2439166666666668,103.95556333333334,5.9,249.5,250,0
2026-05-06 08:11:39.115107547 +0000 UTC,564346000,HORIZON 6,0,1.2630766666666666,103.81936,0.1,175.6,92,8
2026-05-06 08:11:39.379769696 +0000 UTC,563067430,NOC 7,0,1.2256616666666666,103.71674333333334,0,0,511,0
2026-05-06 08:11:39.407886784 +0000 UTC,477185400,SC LIAONING         ,0,1.2442950000000002,103.793515,0,232,89,1
2026-05-06 08:11:39.434814188 +0000 UTC,563288500,YM WITNESS          ,0,1.2859833333333335,103.76171500000001,1.5,329.1,265,0
2026-05-06 08:11:40.419953509 +0000 UTC,339000317,KONA                ,0,1.2654183333333333,103.81172833333333,0,51.3,238,5
2026-05-06 08:11:40.927864452 +0000 UTC,563808000,WAN HAI 502         ,0,1.2144383333333333,103.545325,14.3,283.2,283,0
2026-05-06 08:11:41.191619883 +0000 UTC,565688000,KOTA NAZIM          ,0,1.2638500000000001,103.83449999999999,0,205,90,5
2026-05-06 08:11:42.902528951 +0000 UTC,563009220,NOBLE VEGA ,0,1.2599733333333334,103.77890333333333,0,360,511,0
2026-05-06 08:11:43.913565651 +0000 UTC,565996000,RADIANCE            ,0,1.2924216666666666,103.9383,0.2,265.2,511,1
2026-05-06 08:11:44.581419699 +0000 UTC,538012092,SEAWAYS SPIRIT      ,0,1.2027883333333333,103.801705,0,163.4,310,5
2026-05-06 08:11:45.327103992 +0000 UTC,566155000,QUEEN STAR 1        ,0,1.2614466666666668,103.80709499999999,5.9,265.8,265,0
2026-05-06 08:11:45.679956884 +0000 UTC,563302000,INDUS               ,0,1.194835,103.74785833333334,0,22.9,114,1
2026-05-06 08:11:45.686526789 +0000 UTC,373310000,METIS LEADER        ,0,1.2360466666666667,103.87819333333333,7,300.2,305,0
2026-05-06 08:11:45.701287914 +0000 UTC,232046110,KAHALA              ,0,1.2653966666666667,103.81201,0,61.5,235,0
2026-05-06 08:11:47.993695791 +0000 UTC,566726000,THERESA GENESIS     ,0,1.1809166666666668,103.70788333333333,0.1,177,89,1
2026-05-06 08:11:48.610788799 +0000 UTC,525121099,BITUMEN SHOURI      ,0,1.2387333333333332,103.79221666666668,0.2,218,81,1
2026-05-06 08:11:48.743030442 +0000 UTC,352005202,ROMANCE             ,0,1.2586183333333334,103.88982166666666,0,211.4,52,1
2026-05-06 08:11:49.114047407 +0000 UTC,538011013,ADVANTAGE PARADISE  ,0,1.24458,103.93610833333334,7.7,259.1,265,0
2026-05-06 08:11:50.848001851 +0000 UTC,219030726,TORM HANNAH         ,0,1.282045,103.99013666666666,0.2,279.7,67,1
2026-05-06 08:11:51.193863787 +0000 UTC,357142000,SOL STRIDE,0,1.1297050000000002,103.76102166666666,4.4,39.7,43,15
2026-05-06 08:11:51.514426786 +0000 UTC,563087090,STL PT6,0,1.2858183333333335,103.88696166666666,0.1,292.6,511,0
2026-05-06 08:11:51.700775389 +0000 UTC,563071320,PENGUIN RESILIENCE  ,0,1.2281066666666667,103.7821,7.8,16.2,17,0
2026-05-06 08:11:51.887639123 +0000 UTC,563248800,EM NATASHA          ,0,1.2438916666666666,103.91864000000001,8.1,237.8,238,8
2026-05-06 08:11:54.020167466 +0000 UTC,566532000,STRAITS BRILLIANCE  ,0,1.2242283333333333,103.87194,4.5,37.5,37,0
2026-05-06 08:11:54.048597744 +0000 UTC,563085930,RELIABLE I          ,0,1.2385233333333334,103.792185,0.1,207.9,74,0
2026-05-06 08:11:54.127864743 +0000 UTC,563012720,CLEANSEAS UNITED    ,0,1.1966533333333333,103.74575333333334,0.1,5.1,511,0
2026-05-06 08:11:54.98253156 +0000 UTC,563029230,SYNERGY             ,0,1.28884,103.92111333333334,0.1,328.4,81,0
2026-05-06 08:11:55.632859929 +0000 UTC,563009180,NOBLE ACE TG41      ,0,1.2548983333333332,103.85202833333332,6.9,129.6,511,0
2026-05-06 08:11:56.820540268 +0000 UTC,563086090,PILOT 16            ,0,1.2571916666666667,103.84129333333334,0,167.6,61,15
2026-05-06 08:11:56.983984149 +0000 UTC,352003099,TC MESSENGER        ,0,1.2610133333333333,103.77948333333333,0,200.5,30,5
2026-05-06 08:11:57.743391612 +0000 UTC,564892000,SEA UNITY           ,0,1.2076300000000002,103.80800333333333,7.3,122.3,119,0
2026-05-06 08:11:58.047653795 +0000 UTC,352002332,LS JUPITER          ,0,1.1681366666666666,103.762285,3.8,273.9,319,0
2026-05-06 08:11:59.292057233 +0000 UTC,352005542,ERONA               ,0,1.2880183333333333,103.92799333333333,0,34,78,1
2026-05-06 08:11:59.327626959 +0000 UTC,563228600,MARINE GINZA        ,0,1.3025566666666668,103.99851666666667,1.3,17.3,67,0
2026-05-06 08:12:00.394744555 +0000 UTC,566133000,RESILIENT NN23      ,0,1.2660133333333334,103.76187499999999,6.9,107.5,106,8
2026-05-06 08:12:00.433585093 +0000 UTC,563086590,PSA SUCCESS         ,0,1.2596483333333335,103.77875166666666,0.1,325.7,35,8
2026-05-06 08:12:00.688039623 +0000 UTC,636023316,MSC JENNA           ,0,1.214005,103.90140166666667,14.5,69.1,72,0
2026-05-06 08:12:00.709035781 +0000 UTC,563264600,JAZEEL             ,0,1.2758716666666667,103.775795,0,288.7,36,0
2026-05-06 08:12:00.758402753 +0000 UTC,241977000,ASTREA              ,0,1.1879683333333333,103.59938166666667,10.1,277.5,279,0
2026-05-06 08:12:00.968847408 +0000 UTC,563037800,LT BERYL            ,0,1.2472933333333331,103.79513333333333,0.1,243.4,88,1
2026-05-06 08:12:01.453950064 +0000 UTC,565446000,SAVVY               ,0,1.225845,103.785245,7.6,140.6,138,0
2026-05-06 08:12:02.306798113 +0000 UTC,412050990,DINGHENG52          ,0,1.2087883333333334,103.81266000000001,4.5,118.5,115,0
2026-05-06 08:12:02.852207911 +0000 UTC,636025835,OTSL THETIS         ,0,1.1267466666666666,103.74747166666666,3.9,31.7,36,0
2026-05-06 08:12:03.04233391 +0000 UTC,636019833,ELKA ATHINA,89,1.2483166666666667,103.91916666666665,0,31,31,1
2026-05-06 08:12:03.716882489 +0000 UTC,564886000,GRAZIA COSULICH     ,0,1.2827650000000002,103.91848333333334,0,213.1,49,0
2026-05-06 08:12:04.606433801 +0000 UTC,563034500,QUEEN STAR 8        ,0,1.2623316666666669,103.82005666666667,0.1,276.7,277,0
2026-05-06 08:12:04.812609882 +0000 UTC,563190900,GOODTRANS 1         ,0,1.29911,103.97404499999999,0,82.6,106,0
2026-05-06 08:12:05.028670532 +0000 UTC,636019982,YM TRIUMPH          ,0,1.2669433333333333,103.76377666666667,3,297.6,294,0
2026-05-06 08:12:05.566076974 +0000 UTC,215158000,CMA CGM MAGELLAN,0,1.2592633333333334,103.78897666666667,0.4,4.6,25,0
2026-05-06 08:12:06.211267096 +0000 UTC,563603000,STAR QUEST          ,0,1.196715,103.73946666666667,0,227.1,94,1
2026-05-06 08:12:06.6902446 +0000 UTC,563226900,AMALTHEA,0,1.2230050000000001,103.868475,10.1,217.9,218,0
2026-05-06 08:12:06.787270057 +0000 UTC,563275600,MARINA AMMOLITE     ,0,1.2765733333333331,103.74117,0,198.2,246,0
2026-05-06 08:12:07.00748283 +0000 UTC,563086080,PILOT 15            ,0,1.2608616666666668,103.88391666666666,20.9,83.5,511,0
2026-05-06 08:12:07.648174487 +0000 UTC,372773000,SALLY               ,0,1.1517783333333333,103.75827666666667,12.3,234.3,234,0
2026-05-06 08:12:08.552331578 +0000 UTC,352006716,PIONEER ENDEAVOUR   ,0,1.2856983333333334,103.96873666666667,0,317.8,77,1
2026-05-06 08:12:08.938197524 +0000 UTC,563030060,PILOT GP61,0,1.2021233333333332,103.78816166666667,18.6,198.1,511,15
2026-05-06 08:12:10.158328474 +0000 UTC,563105900,PSA MARVEL CS05     ,0,1.258595,103.77916333333333,0,54.1,301,0
2026-05-06 08:12:10.285130339 +0000 UTC,671387100,LONG  PU  16,33,1.2085350000000001,103.73514,0.2,360,511,0
2026-05-06 08:12:10.823665558 +0000 UTC,311050600,SEVEN SEAS NAVIGATOR,0,1.26184,103.81794,0,271.9,272,5
2026-05-06 08:12:10.842286828 +0000 UTC,563069230,PSA OAK WW60        ,0,1.27291,103.78622999999999,0,145.3,294,0
2026-05-06 08:12:11.490305276 +0000 UTC,566096000,RADIANT CS02        ,0,1.258585,103.77952333333333,0.2,60.6,511,0
2026-05-06 08:12:12.526586659 +0000 UTC,563142000,PENGUIN REDEEM,60,1.2275066666666667,103.77707333333333,0,238,115,8
2026-05-06 08:12:13.237622617 +0000 UTC,565996000,RADIANCE            ,0,1.2924066666666667,103.9383,0,0,511,1
2026-05-06 08:12:14.286439753 +0000 UTC,566072000,CSM 1               ,0,1.2387666666666666,103.74931166666667,0,181.3,272,0
2026-05-06 08:12:14.632926717 +0000 UTC,232006296,BRITISH MENTOR,0,1.2333133333333335,103.93038666666666,11.7,247.8,248,0
2026-05-06 08:12:18.20652804 +0000 UTC,636023816,CSPC ARIES          ,0,1.2565866666666667,103.96482999999999,0.7,252.1,280,0
2026-05-06 08:12:18.438033621 +0000 UTC,563074570,VISION 225          ,0,1.2841433333333332,103.77094666666667,0.1,257.7,511,15
2026-05-06 08:12:18.526659527 +0000 UTC,563085710,PSA UNITY           ,0,1.2595066666666668,103.78991333333333,0.3,293.3,314,0
2026-05-06 08:12:19.063960219 +0000 UTC,563246900,ZOEY,0,1.1982849999999998,103.832425,5,76.7,511,0
2026-05-06 08:12:19.383027808 +0000 UTC,563010650,PILOT GP33          ,0,1.21854,103.66115166666667,21,198.3,511,0
2026-05-06 08:12:19.406533587 +0000 UTC,563542000,CHLOE               ,0,1.2524666666666666,103.68820333333333,0,205.9,102,0
2026-05-06 08:12:19.566524402 +0000 UTC,563249300,SUNNY SIRIUS        ,0,1.1864666666666668,103.750515,0.3,53,100,1
2026-05-06 08:12:19.783627446 +0000 UTC,564346000,HORIZON 6,0,1.2630783333333333,103.81936,0,206.4,92,8
2026-05-06 08:12:21.143189532 +0000 UTC,477077700,COSCO HAIFA         ,0,1.2676233333333333,104.02178,10.5,257.7,257,0
2026-05-06 08:12:21.558963824 +0000 UTC,563323700,MAJESTIC SERENITY   ,0,1.2622533333333334,103.81846999999999,0,207.8,86,8
2026-05-06 08:12:21.738510062 +0000 UTC,352004643,HE CHUANG           ,0,1.1762000000000001,103.81603333333334,4.2,58,62,0
