timestamp_utc,mmsi,ship_name,ship_type,latitude,longitude,sog_knots,cog_deg,heading_deg,nav_status
2026-05-03T10:22:17.463509+00:00,563000000,YL ALPHA,60,1.252361,103.833382,10.47,9.2,241,0
2026-05-03T10:23:17.463509+00:00,563000000,YL ALPHA,60,1.254474,103.834413,8.35,352.4,351,0
2026-05-03T10:24:17.463509+00:00,563000000,YL ALPHA,60,1.254094,103.834786,11.2,240.8,3,0
2026-05-03T10:25:17.463509+00:00,563000000,YL ALPHA,60,1.253186,103.833891,8.17,97.3,327,0
2026-05-03T10:26:17.463509+00:00,563000000,YL ALPHA,60,1.25464,103.834918,10.2,270.6,147,0
2026-05-03T10:27:17.463509+00:00,563000000,YL ALPHA,60,1.254287,103.836479,7.15,138.3,169,0
2026-05-03T10:28:17.463509+00:00,563000000,YL ALPHA,60,1.255446,103.836498,8.53,161.0,75,0
2026-05-03T10:29:17.463509+00:00,563000000,YL ALPHA,60,1.254142,103.83803,9.14,159.9,199,0
2026-05-03T10:30:17.463509+00:00,563000000,YL ALPHA,60,1.2551,103.83825,8.56,286.4,224,0
2026-05-03T10:31:17.463509+00:00,563000000,YL ALPHA,60,1.255522,103.837472,11.64,139.8,119,0
2026-05-03T10:32:17.463509+00:00,563000000,YL ALPHA,60,1.256323,103.838681,9.8,267.5,346,0
2026-05-03T10:33:17.463509+00:00,563000000,YL ALPHA,60,1.256036,103.83976,7.04,253.8,262,0
2026-05-03T10:34:17.463509+00:00,563000000,YL ALPHA,60,1.256589,103.840882,10.51,148.1,27,0
2026-05-03T10:35:17.463509+00:00,563000000,YL ALPHA,60,1.256311,103.841611,9.79,343.7,220,0
2026-05-03T10:36:17.463509+00:00,563000000,YL ALPHA,60,1.256492,103.841687,9.49,77.6,136,0
2026-05-03T10:37:17.463509+00:00,563000000,YL ALPHA,60,1.255849,103.84156,6.25,104.3,3,0
2026-05-03T10:38:17.463509+00:00,563000000,YL ALPHA,60,1.25755,103.842803,6.84,349.4,203,0
2026-05-03T10:39:17.463509+00:00,563000000,YL ALPHA,60,1.256651,103.842409,9.35,219.0,310,0
2026-05-03T10:40:17.463509+00:00,563000000,YL ALPHA,60,1.258031,103.843251,11.3,164.1,166,0
2026-05-03T10:41:17.463509+00:00,563000000,YL ALPHA,60,1.257718,103.843566,7.53,28.8,268,0
2026-05-03T10:42:17.463509+00:00,563000000,YL ALPHA,60,1.258582,103.84427,8.07,262.4,154,0
2026-05-03T10:43:17.463509+00:00,563000000,YL ALPHA,60,1.25886,103.844858,0.12,123.8,122,1
2026-05-03T10:44:17.463509+00:00,563000000,YL ALPHA,60,1.25924,103.845075,0.02,165.9,224,1
2026-05-03T10:45:17.463509+00:00,563000000,YL ALPHA,60,1.259223,103.847469,0.02,165.8,60,1
2026-05-03T10:46:17.463509+00:00,563000000,YL ALPHA,60,1.258319,103.847746,0.03,55.4,109,1
2026-05-03T10:47:17.463509+00:00,563000000,YL ALPHA,60,1.258224,103.847528,0.18,271.7,201,1
2026-05-03T10:48:17.463509+00:00,563000000,YL ALPHA,60,1.258663,103.848236,0.02,46.1,142,1
2026-05-03T10:49:17.463509+00:00,563000000,YL ALPHA,60,1.259174,103.848707,0.37,200.5,146,1
2026-05-03T10:50:17.463509+00:00,563000000,YL ALPHA,60,1.260346,103.849841,0.24,279.9,263,1
2026-05-03T10:51:17.463509+00:00,563000000,YL ALPHA,60,1.260072,103.849522,0.24,83.4,60,1
2026-05-03T15:02:17.463509+00:00,563000000,YL ALPHA,60,1.240424,103.799345,0.25,149.3,111,1
2026-05-03T15:03:17.463509+00:00,563000000,YL ALPHA,60,1.240907,103.801406,0.11,267.1,263,1
2026-05-03T15:04:17.463509+00:00,563000000,YL ALPHA,60,1.239969,103.801943,0.17,98.1,289,1
2026-05-03T15:05:17.463509+00:00,563000000,YL ALPHA,60,1.241654,103.803668,0.14,237.8,113,1
2026-05-03T15:06:17.463509+00:00,563000000,YL ALPHA,60,1.242542,103.803477,0.3,110.7,167,1
2026-05-03T15:07:17.463509+00:00,563000000,YL ALPHA,60,1.242431,103.805008,7.4,61.7,7,0
2026-05-03T15:08:17.463509+00:00,563000000,YL ALPHA,60,1.242264,103.806693,9.32,9.1,66,0
2026-05-03T15:09:17.463509+00:00,563000000,YL ALPHA,60,1.242354,103.806962,11.26,356.8,69,0
2026-05-03T15:10:17.463509+00:00,563000000,YL ALPHA,60,1.244041,103.809245,10.59,205.0,356,0
2026-05-03T15:11:17.463509+00:00,563000000,YL ALPHA,60,1.243384,103.809047,11.82,84.1,196,0
2026-05-03T15:12:17.463509+00:00,563000000,YL ALPHA,60,1.24453,103.811128,8.12,324.3,55,0
2026-05-03T15:13:17.463509+00:00,563000000,YL ALPHA,60,1.243835,103.812149,9.7,176.1,158,0
2026-05-03T15:14:17.463509+00:00,563000000,YL ALPHA,60,1.244658,103.813349,6.08,237.9,253,0
2026-05-03T15:15:17.463509+00:00,563000000,YL ALPHA,60,1.246127,103.814222,10.86,253.5,40,0
2026-05-03T15:16:17.463509+00:00,563000000,YL ALPHA,60,1.246296,103.815624,7.55,295.8,149,0
2026-05-03T15:17:17.463509+00:00,563000000,YL ALPHA,60,1.24564,103.815381,8.3,261.5,127,0
2026-05-03T15:18:17.463509+00:00,563000000,YL ALPHA,60,1.246839,103.817843,8.06,236.8,133,0
2026-05-03T15:19:17.463509+00:00,563000000,YL ALPHA,60,1.246716,103.817512,8.07,206.5,29,0
2026-05-03T15:20:17.463509+00:00,563000000,YL ALPHA,60,1.247129,103.818609,10.39,226.0,12,0
2026-05-03T15:21:17.463509+00:00,563000000,YL ALPHA,60,1.247286,103.821543,7.45,117.6,31,0
2026-05-03T15:22:17.463509+00:00,563000000,YL ALPHA,60,1.249024,103.821011,8.07,331.9,229,0
2026-05-03T15:23:17.463509+00:00,563000000,YL ALPHA,60,1.248847,103.82218,8.61,118.4,209,0
2026-05-03T15:24:17.463509+00:00,563000000,YL ALPHA,60,1.249384,103.823441,8.3,191.3,351,0
2026-05-03T15:25:17.463509+00:00,563000000,YL ALPHA,60,1.250518,103.825129,10.23,44.1,199,0
2026-05-03T15:26:17.463509+00:00,563000000,YL ALPHA,60,1.250436,103.826331,7.03,238.3,358,0
2026-05-03T15:27:17.463509+00:00,563000000,YL ALPHA,60,1.25053,103.827854,6.89,295.4,126,0
2026-05-03T15:28:17.463509+00:00,563000000,YL ALPHA,60,1.252217,103.829054,11.68,267.4,350,0
2026-05-03T15:29:17.463509+00:00,563000000,YL ALPHA,60,1.252175,103.829202,9.37,311.3,53,0
2026-05-03T15:30:17.463509+00:00,563000000,YL ALPHA,60,1.252089,103.829735,9.72,216.7,129,0
2026-05-03T15:31:17.463509+00:00,563000000,YL ALPHA,60,1.253085,103.831275,8.04,225.3,18,0
2026-05-03T15:32:17.463509+00:00,563000000,YL ALPHA,60,1.25276,103.832952,8.98,164.9,259,0
2026-05-03T15:33:17.463509+00:00,563000000,YL ALPHA,60,1.253949,103.833505,8.13,97.1,252,0
2026-05-03T15:34:17.463509+00:00,563000000,YL ALPHA,60,1.252943,103.834843,11.67,103.8,240,0
2026-05-03T15:35:17.463509+00:00,563000000,YL ALPHA,60,1.254894,103.836011,11.86,94.5,351,0
2026-05-03T15:36:17.463509+00:00,563000000,YL ALPHA,60,1.254573,103.836197,6.23,124.8,26,0
2026-05-03T15:37:17.463509+00:00,563000000,YL ALPHA,60,1.255697,103.837112,6.12,245.1,297,0
2026-05-03T15:38:17.463509+00:00,563000000,YL ALPHA,60,1.25651,103.84012,10.22,274.3,270,0
2026-05-03T15:39:17.463509+00:00,563000000,YL ALPHA,60,1.255859,103.840886,9.1,90.2,59,0
2026-05-03T15:40:17.463509+00:00,563000000,YL ALPHA,60,1.256181,103.842241,9.4,332.8,300,0
2026-05-03T15:41:17.463509+00:00,563000000,YL ALPHA,60,1.257022,103.843143,10.04,58.5,78,0
2026-05-03T15:42:17.463509+00:00,563000000,YL ALPHA,60,1.257886,103.842496,7.98,293.9,289,0
2026-05-03T15:43:17.463509+00:00,563000000,YL ALPHA,60,1.257515,103.844148,6.94,105.6,253,0
2026-05-03T15:44:17.463509+00:00,563000000,YL ALPHA,60,1.258462,103.846627,0.31,0.4,72,1
2026-05-03T15:45:17.463509+00:00,563000000,YL ALPHA,60,1.258579,103.846422,0.23,3.4,245,1
2026-05-03T15:46:17.463509+00:00,563000000,YL ALPHA,60,1.259459,103.848152,0.36,92.7,313,1
2026-05-03T15:47:17.463509+00:00,563000000,YL ALPHA,60,1.259663,103.848761,0.08,341.9,89,1
2026-05-03T15:48:17.463509+00:00,563000000,YL ALPHA,60,1.259127,103.850279,0.21,208.7,258,1
2026-05-03T15:05:17.463509+00:00,563000001,YL BRAVO,60,1.240087,103.799769,0.25,156.5,159,1
2026-05-03T15:06:17.463509+00:00,563000001,YL BRAVO,60,1.240114,103.801623,0.11,258.5,132,1
2026-05-03T15:07:17.463509+00:00,563000001,YL BRAVO,60,1.240622,103.802262,0.22,68.4,221,1
2026-05-03T15:08:17.463509+00:00,563000001,YL BRAVO,60,1.241459,103.802423,0.32,55.9,338,1
2026-05-03T15:09:17.463509+00:00,563000001,YL BRAVO,60,1.241589,103.802332,0.28,167.1,18,1
2026-05-03T15:10:17.463509+00:00,563000001,YL BRAVO,60,1.241105,103.803433,0.22,289.5,116,1
2026-05-03T15:11:17.463509+00:00,563000001,YL BRAVO,60,1.241263,103.804809,0.36,57.1,99,1
2026-05-03T15:12:17.463509+00:00,563000001,YL BRAVO,60,1.242051,103.804481,0.25,263.1,127,1
2026-05-03T15:13:17.463509+00:00,563000001,YL BRAVO,60,1.241535,103.804498,9.43,272.9,215,0
2026-05-03T15:14:17.463509+00:00,563000001,YL BRAVO,60,1.242204,103.806257,6.47,161.9,260,0
2026-05-03T15:15:17.463509+00:00,563000001,YL BRAVO,60,1.243185,103.805611,11.37,67.8,225,0
2026-05-03T15:16:17.463509+00:00,563000001,YL BRAVO,60,1.243676,103.807321,11.54,338.5,129,0
2026-05-03T15:17:17.463509+00:00,563000001,YL BRAVO,60,1.243592,103.807405,8.62,118.0,157,0
2026-05-03T15:18:17.463509+00:00,563000001,YL BRAVO,60,1.242355,103.807834,6.18,274.4,197,0
2026-05-03T15:19:17.463509+00:00,563000001,YL BRAVO,60,1.24386,103.809321,8.61,251.0,19,0
2026-05-03T15:20:17.463509+00:00,563000001,YL BRAVO,60,1.243555,103.809753,9.5,203.2,142,0
2026-05-03T15:21:17.463509+00:00,563000001,YL BRAVO,60,1.243151,103.810204,7.97,187.8,21,0
2026-05-03T15:22:17.463509+00:00,563000001,YL BRAVO,60,1.245089,103.810619,6.49,25.0,56,0
2026-05-03T15:23:17.463509+00:00,563000001,YL BRAVO,60,1.244558,103.811168,10.03,302.9,12,0
2026-05-03T15:24:17.463509+00:00,563000001,YL BRAVO,60,1.245682,103.813148,7.89,275.3,140,0
2026-05-03T15:25:17.463509+00:00,563000001,YL BRAVO,60,1.244412,103.812115,8.44,312.0,261,0
2026-05-03T15:26:17.463509+00:00,563000001,YL BRAVO,60,1.244635,103.812729,6.36,173.1,328,0
2026-05-03T15:27:17.463509+00:00,563000001,YL BRAVO,60,1.246088,103.814562,10.3,187.1,284,0
2026-05-03T15:28:17.463509+00:00,563000001,YL BRAVO,60,1.246292,103.814518,10.15,64.9,299,0
2026-05-03T15:29:17.463509+00:00,563000001,YL BRAVO,60,1.245315,103.814733,10.88,95.6,133,0
2026-05-03T15:30:17.463509+00:00,563000001,YL BRAVO,60,1.246828,103.81659,7.97,186.3,233,0
2026-05-03T15:31:17.463509+00:00,563000001,YL BRAVO,60,1.245977,103.817467,11.99,199.0,19,0
2026-05-03T15:32:17.463509+00:00,563000001,YL BRAVO,60,1.246277,103.817332,9.8,322.5,161,0
2026-05-03T15:33:17.463509+00:00,563000001,YL BRAVO,60,1.246323,103.818246,10.91,164.4,122,0
2026-05-03T15:34:17.463509+00:00,563000001,YL BRAVO,60,1.24748,103.819009,10.87,328.6,69,0
2026-05-03T15:35:17.463509+00:00,563000001,YL BRAVO,60,1.247804,103.819318,8.86,295.4,175,0
2026-05-03T15:36:17.463509+00:00,563000001,YL BRAVO,60,1.248498,103.81908,6.01,218.7,291,0
2026-05-03T15:37:17.463509+00:00,563000001,YL BRAVO,60,1.248872,103.820538,8.71,355.4,325,0
2026-05-03T15:38:17.463509+00:00,563000001,YL BRAVO,60,1.248095,103.820199,6.71,264.2,9,0
2026-05-03T15:39:17.463509+00:00,563000001,YL BRAVO,60,1.248933,103.820883,8.03,232.3,357,0
2026-05-03T15:40:17.463509+00:00,563000001,YL BRAVO,60,1.248753,103.82154,7.87,276.3,86,0
2026-05-03T15:41:17.463509+00:00,563000001,YL BRAVO,60,1.249901,103.822232,8.15,19.4,181,0
